Date,Actual_AQI,ARIMA_Predicted,Residual,Split
2022-02-20,260.9,248.85178903220597,12.048210967794006,train
2022-02-21,228.5,248.00745941442128,-19.507459414421277,train
2022-02-22,310.3,233.02562811589604,77.27437188410397,train
2022-02-23,320.2,270.260788549082,49.93921145091798,train
2022-02-24,307.3,272.8193404169569,34.48065958304312,train
2022-02-25,317.8,267.67447099288074,50.12552900711927,train
2022-02-26,289.4,273.54297336676535,15.857026633234625,train
2022-02-27,192.9,261.30499218559584,-68.40499218559583,train
2022-02-28,294.6,219.0259745391468,75.57402546085322,train
2022-03-01,282.1,266.9940387718281,15.105961228171907,train
2022-03-02,308.5,258.8118336102023,49.688166389797686,train
2022-03-03,320.2,271.9108875723183,48.28911242768169,train
2022-03-04,161.4,277.40771969863727,-116.00771969863726,train
2022-03-05,159.9,206.41015750212858,-46.51015750212858,train
2022-03-06,168.2,209.20038082349146,-41.00038082349147,train
2022-03-07,144.6,211.31396606257147,-66.71396606257147,train
2022-03-08,182.4,199.07615611825685,-16.67615611825684,train
2022-03-09,140.2,215.163739819146,-74.96373981914601,train
2022-03-10,110.8,193.6484111590098,-82.84841115900981,train
2022-03-11,130.2,179.7151161355937,-49.5151161355937,train
2022-03-12,306.6,186.80595702730298,119.79404297269704,train
2022-03-13,315.4,263.88150625602987,51.51849374397011,train
2022-03-14,254.9,263.26203283626353,-8.362032836263523,train
2022-03-15,213.3,236.77615826016367,-23.476158260163658,train
2022-03-16,140.7,219.6814444506842,-78.98144445068422,train
2022-03-17,150.1,187.23240368596691,-37.13240368596692,train
2022-03-18,159.4,191.74100462535262,-32.34100462535261,train
2022-03-19,118.7,193.80806572928765,-75.10806572928765,train
2022-03-20,134.9,173.5035805326375,-38.603580532637494,train
2022-03-21,139.4,179.77728141039915,-40.37728141039915,train
2022-03-22,149.7,179.1756724374713,-29.475672437471303,train
2022-03-23,187.7,181.72057153809715,5.979428461902842,train
2022-03-24,238.2,196.7722091678805,41.427790832119484,train
2022-03-25,262.4,217.3058902738921,45.09410972610789,train
2022-03-26,116.0,226.4717015871602,-110.4717015871602,train
2022-03-27,106.2,159.60126925784405,-53.40126925784405,train
2022-03-28,147.5,157.36682279368176,-9.866822793681763,train
2022-03-29,237.7,173.70970037893517,63.99029962106482,train
2022-03-30,222.1,211.64302238538,10.456977614620001,train
2022-03-31,185.2,201.74528059208177,-16.54528059208178,train
2022-04-01,145.9,185.27234077134523,-39.37234077134522,train
2022-04-02,175.0,167.60359854410567,7.396401455894335,train
2022-04-03,131.3,180.38353182608947,-49.083531826089455,train
2022-04-04,193.8,158.62140015122324,35.17859984877677,train
2022-04-05,303.9,186.6192566940639,117.28074330593608,train
2022-04-06,305.7,233.90886423456897,71.79113576543102,train
2022-04-07,229.8,232.78781757573972,-2.9878175757397116,train
2022-04-08,267.3,199.9348818035417,67.3651181964583,train
2022-04-09,299.2,219.4715494904131,79.72845050958688,train
2022-04-10,307.2,233.64597153809797,73.55402846190202,train
2022-04-11,158.6,238.01185804774525,-79.41185804774526,train
2022-04-12,114.6,172.33101677949492,-57.73101677949492,train
2022-04-13,265.8,156.34586723250428,109.45413276749574,train
2022-04-14,143.3,224.6678919399036,-81.36789193990359,train
2022-04-15,104.9,165.78085949758452,-60.88085949758451,train
2022-04-16,108.5,151.58531137033233,-43.085311370332334,train
2022-04-17,137.2,152.68468452342793,-15.484684523427944,train
2022-04-18,145.9,164.11023964927912,-18.210239649279117,train
2022-04-19,124.7,166.20621314615067,-41.50621314615067,train
2022-04-20,126.5,155.50561788616668,-29.005617886166675,train
2022-04-21,94.6,155.71325241726714,-61.11325241726715,train
2022-04-22,109.2,139.9068579904422,-30.706857990442202,train
2022-04-23,236.1,145.68295952493463,90.41704047506536,train
2022-04-24,186.0,201.10021300521086,-15.100213005210861,train
2022-04-25,174.2,175.10886524348803,-0.9088652434880373,train
2022-04-26,162.3,171.22527443968315,-8.925274439683136,train
2022-04-27,152.1,165.63933430895793,-13.539334308957933,train
2022-04-28,111.7,160.76614289798943,-49.06614289798942,train
2022-04-29,133.5,142.0012509964342,-8.501250996434209,train
2022-04-30,150.3,151.68010215747995,-1.3801021574799393,train
2022-05-01,137.0,157.51985971160013,-20.519859711600134,train
2022-05-02,132.6,150.27211800263373,-17.672118002633738,train
2022-05-03,111.2,147.73619986405774,-36.536199864057735,train
2022-05-04,173.7,137.10998517737627,36.590014822623715,train
2022-05-05,158.1,164.69631316294948,-6.596313162949485,train
2022-05-06,168.3,155.3726621611553,12.927337838844721,train
2022-05-07,178.5,160.02968579091174,18.470314209088258,train
2022-05-08,173.8,163.95604559137382,9.843954408626189,train
2022-05-09,120.4,161.4050520047235,-41.005052004723495,train
2022-05-10,147.5,137.195727194219,10.304272805781011,train
2022-05-11,194.3,150.06210620714774,44.237893792852276,train
2022-05-12,181.4,169.81248486334144,11.587515136658567,train
2022-05-13,168.5,162.87778415697363,5.622215843026368,train
2022-05-14,152.7,157.59902861875514,-4.899028618755153,train
2022-05-15,127.5,150.72374779616888,-23.22374779616888,train
2022-05-16,106.6,139.4602587027922,-32.86025870279221,train
2022-05-17,166.9,130.0267282737329,36.87327172626709,train
2022-05-18,152.4,156.90655632047964,-4.506556320479632,train
2022-05-19,137.9,148.45084067998155,-10.550840679981548,train
2022-05-20,141.4,142.18015203627382,-0.7801520362738188,train
2022-05-21,145.0,143.693641954795,1.3063580452050019,train
2022-05-22,132.1,144.79729964107662,-12.697299641076626,train
2022-05-23,311.1,138.5286902403099,172.5713097596901,train
2022-05-24,221.5,219.53276193157438,1.9672380684256154,train
2022-05-25,232.1,176.0003882833717,56.09961171662829,train
2022-05-26,119.4,184.94640519135407,-65.54640519135407,train
2022-05-27,206.6,134.7112218834569,71.88877811654311,train
2022-05-28,106.8,177.2098631879068,-70.4098631879068,train
2022-05-29,288.0,130.14478769204877,157.85521230795123,train
2022-05-30,127.0,214.8255824033297,-87.82558240332969,train
